Brand|Name|Accords|Notes|Gender|Longevity|Sillage|Rating|Season ratings|Day ratings|Designers|Description|Image URL
Tom Ford|Eau De Soleil Blanc Edt|['citrus', 'white floral', 'coconut', 'sweet', 'vanilla', 'tuberose', 'green', 'aromatic', 'fresh spicy', 'amber']|{'Top Notes': ['Bitter Orange', 'Neroli', 'Bergamot', 'Citron', 'Pistachio', 'Petitgrain', 'Cardamom', 'Pink Pepper', 'Caraway'], 'Middle Notes': ['Tuberose', 'Tunisian Orange Blossom', 'Ylang-Ylang', 'Jasmine', 'Galbanum'], 'Base Notes': ['Coconut', 'Vanilla', 'Tonka Bean', 'Amber', 'Benzoin']}|for women and men|2.92|2.08|{'rating': 4.09, 'votes': 3595}|Winter: 7.67878%, Spring: 44.7245%, Summer: 100%, Fall: 15.592%|Day: 86.6354%, Night: 19.6366%|['None']|"Eau de Soleil Blanc by Tom Ford is a Oriental Floral fragrance for women and men. Eau de Soleil Blanc was launched in 2018. Top notes are Bitter Orange, Neroli, Bergamot, Citron, Pistachio, Petitgrain, Cardamom, Pink Pepper and Caraway; middle notes are Tuberose, Tunisian Orange Blossom, Ylang-Ylang, Jasmine and Galbanum; base notes are Coconut, Vanilla, Tonka Bean, Amber and Benzoin. Eau De Soleil Blanc is launched at the beginning of 2018 as a crisp, illuminating and bright take on the original sultry and addictive solar floral Soleil Blanc fragrance from 2016.  ""Eau de Soleil Blanc embodies a refreshing illumination on Private Blend Soleil Blanc, bright, crisp and drenched with sparkling citrus. The vibrant twist on the floral amber warmth mirrors the crystalline reflection of the white sun, a sensuous gleam of sky on water."" Top notes: bitter orange peel, vert de bergamot, petitgrain bigarade, caraway seed, pink peppercorn, cardamom, neroli, cedrat, pistachio. Heart:  morning-picked buds of Moroccan orange blossom, jasmine nectar, galbanum, tuberose, d ylang ylang from the Comores Islands. Base notes:  Coco de Mer accord, amber,  vanilla, tonka, benzoin . Available as a 50 and 100 ml Eau de Parfum."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/8/8/888066075114.jpg
Montale|Crazy In Love Woman Edp|['rose', 'warm spicy', 'sweet', 'amber', 'metallic', 'vanilla', 'ozonic', 'leather', 'aquatic', 'floral']|{'Top Notes': ['Wild Rose', 'Violet Leaves'], 'Middle Notes': ['Saffron', 'Brown sugar'], 'Base Notes': ['Amber', 'Vanilla Bean']}|for women and men|3.96|2.91|{'rating': 3.58, 'votes': 515}|Winter: 90.303%, Spring: 63.6364%, Summer: 40.6061%, Fall: 100%|Day: 68.4849%, Night: 90.9091%|['None']|"Crazy In Love by Montale is a Oriental Floral fragrance for women. Crazy In Love was launched in 2021. Top notes are Wild Rose and Violet Leaves; middle notes are Saffron and Brown sugar; base notes are Amber and Vanilla Bean. ""Inspired by the wondrous Kingdom of Montale emotions, this fragrance opens itself to mystery and wonder with Wild Roses, Violet Leaves, Saffron and Intense Oriental. Recalling the nostalgic goodness of brown sugar infused with the sensual warmth of a vanilla bean - that kind of ""signature"" scent that we love to create, will warm your soul. Rich with contrast, dreamlike in its serenity, Crazy in Love will brings you subtle energies and passion in your life."""|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/3/7/3760260458122_2.jpg
Bvlgari|Rose Goldea Blossom Delight Woman Edt|['rose', 'floral', 'fresh', 'musky', 'citrus', 'white floral', 'powdery']|{'Top Notes': ['Lily-of-the-Valley', 'Grapefruit'], 'Middle Notes': ['Rose', 'Peony'], 'Base Notes': ['White Musk', 'Cedar']}|for women and men|2.44|1.54|{'rating': 3.86, 'votes': 139}|Winter: 8.33333%, Spring: 100%, Summer: 76.3889%, Fall: 20.8333%|Day: 79.1667%, Night: 15.2778%|['None']|Rose Goldea Blossom Delight Eau de Toilette by Bvlgari is a Floral fragrance for women. This is a new fragrance. Rose Goldea Blossom Delight Eau de Toilette was launched in 2022. Top notes are Lily-of-the-Valley and Grapefruit; middle notes are Rose and Peony; base notes are White Musk and Cedar. |https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/2/0/200302001288.jpg
Tom Ford|Black Orchid Pour Femme Edp|['warm spicy', 'earthy', 'woody', 'sweet', 'amber', 'patchouli', 'floral', 'chocolate', 'balsamic', 'powdery']|{'Top Notes': ['Truffle', 'Gardenia', 'Black Currant', 'Ylang-Ylang', 'Jasmine', 'Bergamot', 'Mandarin Orange', 'Amalfi Lemon'], 'Middle Notes': ['Orchid', 'Spices', 'Gardenia', 'Fruity Notes', 'Ylang-Ylang', 'Jasmine', 'Lotus'], 'Base Notes': ['Mexican chocolate', 'Patchouli', 'Vanille', 'Incense', 'Amber', 'Sandalwood', 'Vetiver', 'White Musk']}|for women and men|4.13|2.98|{'rating': 3.91, 'votes': 27105}|Winter: 96.2299%, Spring: 23.9969%, Summer: 14.3632%, Fall: 79.8895%|Day: 29.5697%, Night: 100%|['David Apel', 'Pierre Negrin']|"Black Orchid by Tom Ford is a Oriental Floral fragrance for women. Black Orchid was launched in 2006. Black Orchid was created by David Apel and Pierre Negrin. Top notes are Truffle, Gardenia, Black Currant, Ylang-Ylang, Jasmine, Bergamot, Mandarin Orange and Amalfi Lemon; middle notes are Orchid, Spices, Gardenia, Fruity Notes, Ylang-Ylang, Jasmine and Lotus; base notes are Mexican chocolate, Patchouli, Vanille, Incense, Amber, Sandalwood, Vetiver and White Musk. Black Orchid was created by perfumers of the fragrance company Givaudan in 2006. It was announced as an oriental chypre. The top notes are French jasmine, black truffle, ylang-ylang, black currant, and effervescent citrus. In the floral-spicy heart, dwells Tom Ford's black orchid, more imaginary than real, and the base combines woodsy notes (patchouli and sandalwood), dark chocolate, incense, amber, vetiver, vanilla, and balsam. Black Orchid is opulent and classically dark; its fragrance is in line with the best creations of the best perfume houses. A luxurious and sensual fragrance with a rich, dark trace of black orchid and spices, it is modern and timeless. It remains to be said that Black Orchid is long lasting and with a widespread aura. ""This is not about an ordinary orchid, it's about something a little more strange and rare. I wanted the blackest orchid, and those aren't easy to find."" The perfume is luxurious and the product range includes Eau de Parfum in 50 ml (at US$90) and 100 ml (at US$135) bottles, and a limited edition of 5,000 15 ml bottles of Parfum at US$600. The distribution is limited."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/2/0/200302000143.jpg
Elizabeth Arden|Green Tea Edp|['citrus', 'green', 'aromatic', 'fresh spicy', 'fresh']|{'Top Notes': ['Lemon', 'Bergamot', 'Mint', 'Orange Peel', 'Rhubarb'], 'Middle Notes': ['Jasmine', 'Musk', 'Oakmoss', 'Fennel', 'Carnation', 'White Amber'], 'Base Notes': ['Green Tea', 'Jasmine', 'Musk', 'Oakmoss', 'Celery Seeds', 'Caraway', 'Cloves', 'Amber']}|for women and men|2.08|1.52|{'rating': 3.83, 'votes': 13235}|Winter: 6.41292%, Spring: 71.8855%, Summer: 98.7046%, Fall: 11.2746%|Day: 100%, Night: 5.86918%|['Francis Kurkdjian']|Green Tea by Elizabeth Arden is a Citrus Aromatic fragrance for women. Green Tea was launched in 1999. The nose behind this fragrance is Francis Kurkdjian. Top notes are Lemon, Bergamot, Mint, Orange Peel and Rhubarb; middle notes are Jasmine, Musk, Oakmoss, Fennel, Carnation and White Amber; base notes are Green Tea, Jasmine, Musk, Oakmoss, Celery Seeds, Caraway, Cloves and Amber. |https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/0/3/0310000000106.jpg
Tom Ford|Cafe Rose Pour Femme Edp|['warm spicy', 'rose', 'woody', 'amber', 'patchouli', 'coffee', 'balsamic', 'smoky', 'floral', 'fresh spicy']|{'Top Notes': ['May Rose', 'Saffron', 'Black Pepper'], 'Middle Notes': ['Turkish Rose', 'Bulgarian Rose', 'Coffee'], 'Base Notes': ['Patchouli', 'Incense', 'Sandalwood', 'Amber']}|for women and men|3.51|2.53|{'rating': 4.05, 'votes': 2592}|Winter: 89.5894%, Spring: 47.9472%, Summer: 19.3548%, Fall: 100%|Day: 72.434%, Night: 89.5894%|['None']|Café Rose by Tom Ford is a Chypre Floral fragrance for women and men. Café Rose was launched in 2012. Top notes are May Rose, Saffron and Black Pepper; middle notes are Turkish Rose, Bulgarian Rose and Coffee; base notes are Patchouli, Incense, Sandalwood and Amber. |https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/0/3/0310000000115.jpg
Tom Ford|Black Orchid Pour Femme Edt|['woody', 'earthy', 'floral', 'sweet', 'fruity', 'warm spicy', 'patchouli', 'balsamic', 'powdery', 'tuberose']|{'Top Notes': ['Truffle', 'Ylang-Ylang', 'Black Currant', 'Bergamot'], 'Middle Notes': ['Black Orchid', 'Tuberose', 'Fruity Notes'], 'Base Notes': ['Patchouli', 'Incense', 'Sandalwood', 'Vanilla', 'Vetiver', 'Lotus']}|for women and men|3.84|2.79|{'rating': 4.1, 'votes': 1183}|Winter: 100%, Spring: 44.4706%, Summer: 21.1765%, Fall: 96%|Day: 53.4118%, Night: 96.7059%|['None']|"Black Orchid Eau de Toilette by Tom Ford is a Oriental Floral fragrance for women. Black Orchid Eau de Toilette was launched in 2015. Top notes are Truffle, Ylang-Ylang, Black Currant and Bergamot; middle notes are Black Orchid, Tuberose and Fruity Notes; base notes are Patchouli, Incense, Sandalwood, Vanilla, Vetiver and Lotus. Tom Ford introduced his first and also his most popular fragrance Black Orchid in 2006. Black Orchid Eau de Toilette, a new version based on the scent of tuberose, is coming out in October 2015. The new version is announced as a distinctly different encounter of the Black Orchid fragrance and it invites you to experience the seductive breakthrough in a new light with its own olfactive journey. The top notes of black truffle and ylang-ylang are mixed with fresh bergamot and black currant. The heart of the perfume is Tom Ford's fictional ""Black Orchid"" with tuberose and fruity accords. The composition gets more profound with oriental base of lotus wood, patchouli, vetiver, sandalwood, vanilla and incense. The fragrance is available as 30, 50 and 100 ml Eau de Toilette."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/0/3/0310000000114.jpg
Biotherm|Eau Vitaminee Edt|['citrus', 'fresh spicy', 'floral']|{'Top Notes': ['Grapefruit', 'Orange'], 'Middle Notes': ['Jasmine'], 'Base Notes': ['Freesia', 'Musk']}|for women and men|2.09|1.85|{'rating': 3.98, 'votes': 304}|Winter: 6.01504%, Spring: 45.1128%, Summer: 100%, Fall: 14.2857%|Day: 99.2481%, Night: 5.26316%|['None']|Eau Vitaminee by Biotherm is a Floral fragrance for women. Eau Vitaminee was launched in 1997. Top notes are Grapefruit and Orange; middle note is Jasmine; base notes are Freesia and Musk. |https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/3/3/3367729571097_9_1.jpg
Lacoste|Elle Eau Fraiche Woman Edt|['citrus', 'ozonic', 'woody', 'fruity', 'soft spicy', 'fresh spicy', 'aromatic']|{'Top Notes': ['Grapefruit', 'Blood Orange'], 'Middle Notes': ['Ozonic notes', 'Black Currant', 'Pink Pepper'], 'Base Notes': ['Cedar', 'Cinnamon']}|for women and men|2.49|1.54|{'rating': 3.47, 'votes': 113}|Winter: 16%, Spring: 70%, Summer: 100%, Fall: 22%|Day: 90%, Night: 20%|['None']|L.12.12 Eau de Toilette Rose Eau Fraiche For Her by Lacoste Fragrances is a fragrance for women. This is a new fragrance. L.12.12 Eau de Toilette Rose Eau Fraiche For Her was launched in 2022. Top notes are Grapefruit and Blood Orange; middle notes are Ozonic notes, Black Currant and Pink Pepper; base notes are Cedar and Cinnamon. |https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/e/l/elle_eau_fraiche_woman_edt_c.jpg
Nina Ricci|Nina Fleur Woman Edt|['citrus', 'white floral', 'fresh', 'fruity', 'musky', 'green', 'aromatic', 'woody', 'sweet']|{'Top Notes': ['Italian Lemon', 'Granny Smith apple'], 'Middle Notes': ['Orange Blossom', 'Neroli'], 'Base Notes': ['White Musk', 'Cedar']}|for women and men|2.72|1.78|{'rating': 3.63, 'votes': 275}|Winter: 13.5135%, Spring: 89.1892%, Summer: 90.0901%, Fall: 30.6306%|Day: 100%, Night: 14.4144%|['Olivier Cresp']|Nina Fleur by Nina Ricci is a Floral Fruity fragrance for women. This is a new fragrance. Nina Fleur was launched in 2022. The nose behind this fragrance is Olivier Cresp. Top notes are Italian Lemon and Granny Smith apple; middle notes are Orange Blossom and Neroli; base notes are White Musk and Cedar. |https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/s/n/snr-9903_65182230_nina-fleur-re-edt-80ml.jpg
Carolina Herrera|Good Girl Dazzling Garden Edp|['white floral', 'cacao', 'almond', 'warm spicy', 'tuberose', 'sweet', 'nutty', 'fruity', 'vanilla', 'floral']|{'Top Notes': ['Almond'], 'Middle Notes': ['Tuberose', 'Jasmine Sambac'], 'Base Notes': ['Cacao', 'Tonka Bean']}|for women and men|3.09|2.40|{'rating': 3.8, 'votes': 131}|Winter: 83.3333%, Spring: 72.2222%, Summer: 58.3333%, Fall: 80.5556%|Day: 100%, Night: 94.4444%|['None']|"Good Girl Dazzling Garden by Carolina Herrera is a Floral fragrance for women. This is a new fragrance. Good Girl Dazzling Garden was launched in 2023. Top note is Almond; middle notes are Tuberose and Jasmine Sambac; base notes are Cacao and Tonka Bean. Intriguingly vibrant yet subtly dark, this perfume encapsulates the magnificent complexity of a woman with a collection of extraordinary ingredients. Good Girl's brightness and feminine allure originate from the enchanting properties of jasmine. Meanwhile, its darker shades are conjured by the profound scents of lush cocoa and bewitching tonka. The instant vitality of Good Girl is invigorated by almonds and coffee. A novel extraction method introduces tuberose in a richly delicate form, functioning as the perfume's unpredictable element, infusing it with fluidity and grace. Good Girl mirrors the effortless sophistication and charm of the House of Herrera. The quintessential scent for the alluring femme fatale, blending sensual jasmine with seductive tonka. It's a delight to court danger. Notes: Top: sambac jasmine, crystal tuberose. Middle: velvet almond. Base: tonka bean, cocoa, coffee. Available as a 80ml Eau de Parfum in a limited-edition stiletto bottle."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/8/4/8411061056691_2.jpg
Laura Biagiotti|Laura Tender Donna Edt|['floral', 'citrus', 'violet', 'powdery', 'fruity', 'white floral', 'sweet', 'fresh', 'amber', 'aquatic']|{'Top Notes': ['Pear', 'Jasmine', 'Mandarin Orange'], 'Middle Notes': ['Violet', 'Magnolia', 'White Rose'], 'Base Notes': ['Ambergris', 'Musk', 'Vanilla', 'Patchouli']}|for women and men|2.84|2.14|{'rating': 3.61, 'votes': 99}|Winter: 12.766%, Spring: 100%, Summer: 80.8511%, Fall: 19.1489%|Day: 82.9787%, Night: 19.1489%|['None']|"Laura Tender by Laura Biagiotti is a Floral fragrance for women. Laura Tender was launched in 2019. Top notes are Pear, Jasmine and Mandarin Orange; middle notes are Violet, Magnolia and White Rose; base notes are Ambergris, Musk, Vanilla and Patchouli. Laura Tender is conceived as a gentle, silky breeze that emphasizes the feminine side of the one who wears it. Described as modern and timeless, the fragrant composition contains fruity and floral accords. Citrus and pear in the top lead to the floral heart of jasmine, violet, white rose, and magnolia. The drydown notes include patchouli, vanilla, and amber. It is available in 25 and 50 ml Eau de Parfum."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/2/0/200302000779.jpg
Armani|Ocean Di Gioia Femme Edp|['white floral', 'fresh', 'green', 'fruity', 'citrus', 'sweet', 'musky', 'aquatic', 'salty', 'powdery']|{'Top Notes': ['Pear', 'Green Notes', 'Citruses'], 'Middle Notes': ['Water Jasmine', 'Lily-of-the-Valley', 'Salt', 'Rose'], 'Base Notes': ['Musk', 'Sandalwood']}|for women and men|2.87|2.09|{'rating': 4.06, 'votes': 1684}|Winter: 9.19674%, Spring: 65.6577%, Summer: 100%, Fall: 11.8743%|Day: 89.1735%, Night: 12.2235%|['Marypierre Julien', 'Sonia Constant']|Ocean di Gioia by Giorgio Armani is a Floral Fruity fragrance for women. Ocean di Gioia was launched in 2020. Ocean di Gioia was created by Marypierre Julien and Sonia Constant. Top notes are Pear, Green Notes and Citruses; middle notes are Water Jasmine, Lily-of-the-Valley, Salt and Rose; base notes are Musk and Sandalwood. |https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/2/0/200302000944.jpg
Escada|Flor Del Sol Woman Edt|['fruity', 'aromatic', 'sweet', 'citrus', 'alcohol', 'fresh spicy', 'bitter', 'floral', 'woody']|{'Top Notes': ['Grenadine', 'Tequila', 'Orange'], 'Middle Notes': ['Dahlia'], 'Base Notes': ['Sandalwood']}|for women and men|2.70|2.11|{'rating': 3.89, 'votes': 673}|Winter: 6.9697%, Spring: 39.697%, Summer: 100%, Fall: 11.2121%|Day: 81.8182%, Night: 18.7879%|['None']|"Flor del Sol by Escada is a Floral Fruity fragrance for women. Flor del Sol was launched in 2020. Top notes are Grenadine, Tequila and Orange; middle note is Dahlia; base note is Sandalwood. Escada launched the limited summer edition for 2020 under the name of Flor del Sol.  ESCADA Flor del Sol Limited Edition is celebrating summer holidays, freedom and friendship. It is described as a feminine and addictive scent that evokes a sunny summer getaway: ""close your eyes, breathe, and be immersed in the incredible memories of an exotic and fun-filled vacation in Mexico."" The composition begins with the aromas of Tequila Sunrise cocktail, and develops with a lush note of dahlia flower in the heart. Sandalwood is housed in the base of perfume for a touch of seductive and sensual Latin summer, as reported by Escada. The fragrance is available as a 30, 50 and 100 ml Eau de Toilette."|https://jasmin.b-cdn.net/media/catalog/product/cache/76b8c100e2cd4c61926cfb170351b2a4/0/3/0310000000027.jpg
